2024-05-03;3;5;16;20;31;34;38;17
2024-04-30;5;8;18;21;23;31;48;40
2024-04-26;2;3;23;36;38;40;48;42
2024-04-23;7;14;17;26;29;38;39;18
2024-04-19;6;7;14;15;28;39;42;37
2024-04-16;15;19;22;28;34;36;46;25
2024-04-12;17;25;30;35;36;44;50;10
2024-04-09;4;5;22;30;44;46;50;34
2024-04-05;4;8;18;24;26;35;46;5
2024-04-02;11;23;36;38;42;43;49;27
2024-03-29;1;14;17;19;23;42;48;39
2024-03-26;21;24;25;26;31;42;43;30
2024-03-22;2;7;19;28;36;37;44;10
2024-03-19;3;16;19;21;24;40;46;39
2024-03-15;22;24;31;33;39;45;46;2
2024-03-12;3;15;20;21;23;24;34;38
2024-03-08;1;3;6;19;21;33;47;10
2024-03-05;2;4;7;25;33;43;49;38
2024-03-01;15;17;23;32;38;46;47;44
2024-02-27;14;18;22;25;34;40;46;30
2024-02-23;8;16;24;28;40;41;47;10
2024-02-20;1;4;23;24;31;40;48;38
2024-02-16;4;19;29;34;41;44;46;31
2024-02-13;13;16;18;29;35;36;49;34
2024-02-09;5;8;16;32;36;41;42;12
2024-02-06;10;16;21;29;42;44;50;26
2024-02-02;7;9;14;18;22;32;42;2
2024-01-30;1;6;12;18;26;27;40;42
2024-01-26;7;11;21;22;24;26;35;32
2024-01-23;4;9;25;31;41;48;49;7
2024-01-19;11;20;27;28;32;36;50;2
2024-01-16;2;9;10;14;42;43;44;25
2024-01-12;5;6;7;18;22;34;36;26
2024-01-09;1;2;12;20;24;26;28;13
2024-01-05;3;6;11;24;29;45;50;16
2024-01-02;9;10;16;29;36;37;50;20
2023-12-29;3;6;9;25;30;36;42;34
2023-12-26;1;11;13;17;42;45;49;23
2023-12-22;8;16;19;25;30;33;47;10
2023-12-19;2;3;4;13;21;35;38;50
2023-12-15;1;2;13;15;20;21;45;8
2023-12-12;2;6;22;23;28;30;42;43
2023-12-08;8;9;11;23;25;32;34;20
2023-12-05;3;4;8;10;38;43;47;18
2023-12-01;4;12;15;22;36;44;46;33
2023-11-28;1;18;25;26;30;34;39;20
2023-11-24;2;24;25;28;36;37;46;26
2023-11-21;7;13;30;34;37;38;42;35
2023-11-17;2;23;28;30;31;33;37;50
2023-11-14;9;14;15;19;45;47;50;33
2023-11-10;7;12;15;16;35;45;48;10
2023-11-07;4;6;16;19;29;31;44;22
2023-11-03;5;7;9;10;19;24;40;18
2023-10-31;22;23;25;26;35;40;44;33
2023-10-27;6;17;25;28;30;34;36;15
2023-10-24;4;15;16;17;23;27;47;1
2023-10-20;3;18;19;21;25;46;50;22
2023-10-17;2;7;15;16;18;19;25;35
2023-10-13;8;17;20;23;28;31;33;45
2023-10-10;5;6;12;28;33;41;47;1
2023-10-06;4;17;20;23;25;27;41;7
2023-10-03;1;7;10;15;30;34;47;29
2023-09-29;2;12;19;26;34;44;46;41
2023-09-26;3;7;13;20;22;25;47;23
2023-09-22;12;13;19;26;33;39;43;2
2023-09-19;4;7;13;20;24;30;48;5
2023-09-15;1;2;11;27;31;35;44;18
2023-09-12;6;7;9;12;13;32;37;15
2023-09-08;15;22;25;29;30;31;34;18
2023-09-05;8;20;23;26;38;45;47;33
2023-09-01;1;7;15;30;36;37;46;14
2023-08-29;13;17;19;22;26;28;40;20
2023-08-25;7;12;17;18;37;38;45;40
2023-08-22;2;7;12;19;38;42;50;39
2023-08-18;1;7;29;36;40;42;50;35
2023-08-15;13;15;20;29;31;48;49;18
2023-08-11;7;8;23;28;29;31;37;43
2023-08-08;7;19;22;34;44;46;49;26
2023-08-04;2;11;16;21;32;44;47;13
2023-08-01;2;13;26;28;30;43;46;24
2023-07-28;4;17;26;28;29;41;48;16
2023-07-25;15;16;17;18;43;44;48;50
2023-07-21;4;8;14;25;28;40;41;6
2023-07-18;2;4;5;15;29;40;49;42
2023-07-14;3;11;23;27;39;44;48;17
2023-07-11;5;16;23;24;31;40;48;3
2023-07-07;12;13;28;32;34;35;40;27
2023-07-04;2;9;20;21;23;32;43;1
2023-06-30;1;13;19;26;35;42;49;37
2023-06-27;1;9;25;31;34;35;38;36
2023-06-23;8;19;21;29;33;40;46;25
2023-06-20;5;10;24;30;32;43;48;40
2023-06-16;11;20;30;34;41;47;49;16
2023-06-13;1;2;8;12;24;44;45;26
2023-06-09;7;10;12;31;37;42;44;34
2023-06-06;4;7;13;16;31;32;39;26
2023-06-02;1;12;16;21;29;43;49;8
2023-05-30;13;14;18;19;25;29;38;36
2023-05-26;2;7;9;12;21;30;37;23
2023-05-23;1;7;10;18;23;24;34;3
2023-05-19;12;13;35;41;42;44;47;32
2023-05-16;11;13;19;25;28;46;49;24
2023-05-12;4;5;20;26;28;29;48;44
2023-05-09;18;19;31;33;35;40;50;16
2023-05-05;8;16;22;24;25;30;32;11
2023-05-02;2;12;22;30;32;35;36;1
2023-04-28;1;2;12;15;35;39;45;44
2023-04-25;4;19;21;33;37;38;39;42
2023-04-21;7;8;18;26;33;42;46;39
2023-04-18;5;7;16;20;26;30;36;44
2023-04-14;17;25;28;30;34;46;49;42
2023-04-11;4;5;11;12;31;43;44;15
2023-04-07;15;26;34;41;44;45;46;11
2023-04-04;6;15;29;32;36;45;48;39
2023-03-31;1;3;26;28;36;47;50;48
2023-03-28;5;9;12;19;21;22;49;31
2023-03-24;5;9;14;23;32;33;46;26
2023-03-21;7;15;17;20;32;40;50;21
2023-03-17;5;15;17;22;25;37;46;13
2023-03-14;4;15;17;24;27;32;41;36
2023-03-10;18;19;31;36;38;41;43;8
2023-03-07;1;16;26;28;31;44;45;22
2023-03-03;10;14;20;37;42;44;46;50
2023-02-28;1;3;8;24;35;42;43;18
2023-02-24;1;11;15;21;35;48;49;3
2023-02-21;2;14;26;31;35;39;49;32
2023-02-17;10;12;23;26;39;41;45;42
2023-02-14;9;15;21;28;31;36;38;12
2023-02-10;6;16;22;23;28;29;34;8
2023-02-07;1;13;26;30;37;42;50;10
2023-02-03;7;10;15;17;25;39;45;43
2023-01-31;2;6;16;23;40;41;48;31
2023-01-27;4;5;9;13;29;30;35;20
2023-01-24;10;20;25;29;35;42;45;3
2023-01-20;9;16;17;19;30;38;49;45
2023-01-17;1;2;5;6;16;30;45;19
2023-01-13;3;16;17;23;35;37;47;26
2023-01-10;10;16;18;33;34;37;45;36
2023-01-06;7;14;20;24;35;40;50;15
